User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category,Purchase
1007819,P0051034,M,26-35,5,B,0,0,13,10768
1009378,P0010294,M,26-35,12,B,3,1,12,18638
1002333,P0034596,M,0-17,10,B,2,1,17,4261
1005150,P0021434,F,51-55,16,B,4+,1,1,1175
1007766,P0068382,M,26-35,8,B,3,0,9,15146
1003711,P0048098,M,36-45,15,B,1,1,8,7430
1005853,P0014655,M,18-25,16,C,0,0,2,5460
1007212,P0093029,F,46-50,19,B,2,0,18,18519
1008479,P0056228,M,46-50,17,C,2,0,4,489
1006408,P0013771,M,36-45,12,B,0,1,1,21625
1008715,P0084099,M,51-55,10,B,3,1,12,11248
1009942,P0066799,M,18-25,12,B,1,0,16,20346
1002762,P0072257,M,26-35,12,A,4+,1,18,11856
1008101,P0027558,M,36-45,11,B,3,0,5,22287
1008674,P0068436,M,26-35,13,B,0,1,16,4177
1007122,P0042376,F,46-50,12,A,3,1,9,10860
1001481,P0097458,M,26-35,8,B,3,0,9,8350
1001153,P0087924,M,18-25,13,B,0,0,2,21064
1008617,P0039332,M,26-35,0,C,0,0,14,16088
1002524,P0056737,M,51-55,8,C,4+,1,11,7041
1003120,P0099031,M,51-55,3,B,0,0,2,4681
1003343,P0083970,F,26-35,11,B,0,0,16,14223
1006136,P0061952,F,26-35,13,A,0,0,13,19220
1006760,P0030991,M,26-35,8,A,2,0,17,1139
1002240,P0037472,M,36-45,2,C,0,1,1,7765
1001060,P0069946,M,18-25,5,A,0,1,16,8412
1002639,P0036849,M,36-45,2,B,0,1,13,15673
1007185,P0011541,M,26-35,0,C,4+,0,3,3913
1008970,P0012765,F,26-35,20,C,3,1,3,22957
1002252,P0053074,M,18-25,2,C,0,0,1,22711
1005203,P0039283,F,36-45,13,C,0,0,3,15640
1009363,P0010769,M,46-50,19,C,4+,0,16,9036
1004549,P0027806,F,36-45,1,A,3,1,8,4581
1005197,P0012972,M,36-45,11,B,4+,1,16,14758
1008009,P0028256,F,26-35,9,B,1,0,13,16013
1007667,P0028653,M,36-45,12,B,1,1,13,4643
1003322,P0096669,M,26-35,19,C,1,1,11,11243
1005090,P0049339,F,36-45,3,B,0,0,4,22700
1007960,P0035757,M,26-35,18,A,4+,0,4,14690
1004004,P0052399,M,36-45,0,B,0,0,15,7103
1006136,P0054013,M,36-45,10,A,1,0,4,23544
1001329,P0024706,M,36-45,15,C,3,1,8,5060
1004640,P0048231,M,36-45,18,B,3,1,2,7967
1008982,P0037909,M,26-35,18,B,4+,0,15,15959
1005107,P0086631,M,46-50,11,B,3,0,14,7143
1002341,P0067572,M,26-35,2,B,1,0,2,1875
1009407,P0095879,M,51-55,17,C,4+,0,3,2008
1001338,P0073767,M,36-45,16,B,4+,1,11,17071
1006895,P0036469,F,18-25,4,C,1,0,7,6245
1003708,P0011313,F,46-50,15,C,1,0,16,16866
1002750,P0017847,M,26-35,13,C,1,0,7,8981
1006604,P0060222,M,55+,18,B,1,1,11,5331
1003421,P0084702,M,36-45,5,C,4+,0,2,6104
1008119,P0019930,M,18-25,2,B,3,0,8,8495
1009901,P0013285,M,26-35,5,C,1,0,7,12373
1006319,P0045863,M,26-35,11,C,2,0,6,14161
1007609,P0026704,M,46-50,19,C,4+,1,16,4221
1006387,P0028705,M,36-45,10,C,0,0,11,1976
1004993,P0010555,M,26-35,6,B,3,1,3,6351
1009680,P0031323,M,36-45,0,A,4+,0,18,1800
1009044,P0080968,M,26-35,15,B,1,0,9,1690
1009238,P0076922,M,18-25,15,C,2,0,17,17351
1005873,P0063915,M,26-35,16,A,0,1,2,22145
1005806,P0020619,F,26-35,14,B,3,1,10,2164
1009592,P0082390,M,18-25,20,B,1,0,10,9779
1006913,P0069274,M,18-25,8,B,4+,0,17,2445
1008124,P0083173,M,18-25,4,C,4+,0,8,2740
1004157,P0031225,M,46-50,19,B,3,1,6,23503
1001390,P0036739,M,26-35,7,C,2,0,11,1150
1005430,P0057708,M,26-35,20,B,1,0,5,12570
1009820,P0063019,F,18-25,0,C,3,1,10,20071
1008686,P0086154,M,26-35,6,B,3,0,1,23302
1005232,P0017373,M,26-35,10,A,4+,1,8,6692
1009007,P0045281,M,18-25,19,C,3,1,4,14336
1002521,P0030187,M,26-35,20,C,0,1,7,13867
1002500,P0077863,F,36-45,12,C,0,1,15,6831
1007737,P0094085,M,26-35,12,B,1,0,2,12807
1004294,P0049220,M,26-35,6,B,3,0,17,6483
1006085,P0017642,M,26-35,10,B,4+,0,16,14947
1003419,P0089971,M,18-25,17,A,1,1,14,15749
1004042,P0065556,M,36-45,0,B,2,0,3,4999
1005497,P0043760,M,36-45,11,B,4+,0,8,4634
1002466,P0048192,M,36-45,2,B,2,1,17,622
1004561,P0014381,M,26-35,0,B,1,1,18,8862
1001614,P0029558,F,51-55,3,C,0,0,1,19823
1006392,P0040782,M,26-35,5,B,4+,0,7,4308
1008693,P0014782,M,26-35,4,C,4+,0,4,18936
1004223,P0064712,M,26-35,10,B,1,0,3,19957
1008138,P0029462,M,36-45,19,B,4+,0,10,5225
1003667,P0070030,M,46-50,12,A,4+,0,3,24252
1008980,P0078519,F,26-35,10,A,1,0,2,3285
1001130,P0066411,M,26-35,5,B,3,0,5,14800
1003983,P0065206,M,36-45,18,B,1,0,17,9138
1005278,P0056950,F,51-55,14,C,4+,1,5,17818
1008126,P0012523,M,18-25,20,B,1,0,14,15627
1009230,P0070926,F,36-45,12,C,4+,0,16,11189
1008694,P0019677,M,26-35,9,C,2,0,14,6295
1007640,P0085828,M,36-45,0,A,2,1,13,10203
1006468,P0025089,M,26-35,12,B,0,1,12,16783
1001920,P0014581,F,26-35,5,B,1,0,16,5058
1008564,P0021907,M,36-45,20,B,1,1,17,17569
1009684,P0015609,M,51-55,19,B,2,0,6,183
1009502,P0061153,F,26-35,11,C,2,0,14,8015
1009930,P0060539,M,26-35,16,C,2,0,16,20540
1004241,P0054143,M,26-35,17,C,0,0,3,1476
1001545,P0032936,M,18-25,7,B,0,1,7,18176
1005346,P0060182,M,36-45,13,B,3,0,5,11866
1004810,P0023163,M,18-25,4,B,1,1,10,7926
1008206,P0069758,M,36-45,1,B,0,0,9,13406
1003032,P0056057,F,26-35,10,B,4+,0,3,17407
1009436,P0022537,M,55+,2,A,1,0,10,21469
1001271,P0032419,M,18-25,15,C,3,0,16,17982
1004511,P0052578,F,18-25,20,C,2,1,9,14046
1002771,P0084991,M,18-25,15,C,3,1,2,5110
1005361,P0084599,M,46-50,8,C,1,0,6,21082
1008069,P0010834,M,26-35,12,B,2,0,5,3970
1001920,P0042214,M,0-17,9,A,3,0,3,13081
1009190,P0012413,F,46-50,16,C,3,1,7,1825
1004430,P0019505,M,46-50,20,C,1,0,15,13297
1005435,P0012105,M,36-45,16,B,0,0,6,2910
1004760,P0078104,M,26-35,9,A,4+,0,4,5661
1003050,P0068408,M,26-35,7,C,3,0,13,2394
1002165,P0047679,M,36-45,6,A,4+,1,5,10604
1009567,P0089731,M,26-35,13,B,1,0,15,9884
1003033,P0075131,M,18-25,17,B,1,1,7,8716
1007467,P0074280,F,26-35,20,C,0,1,7,4990
1001145,P0025762,M,55+,18,B,2,1,10,5277
1005388,P0068703,M,18-25,17,C,4+,1,13,24500
1008832,P0091434,M,36-45,13,B,3,1,11,5703
1009623,P0073079,F,26-35,9,B,2,0,1,18855
1009896,P0031577,M,36-45,0,C,4+,0,11,7453
1009173,P0011214,M,36-45,8,A,4+,0,1,5718
1003632,P0096339,F,26-35,17,B,2,0,3,24737
1005494,P0058114,F,26-35,12,B,2,0,8,15028
1009056,P0099234,M,36-45,16,C,0,0,13,21542
1008511,P0073230,M,26-35,15,A,3,0,7,20042
1002828,P0042980,M,36-45,10,B,3,0,3,1884
1005805,P0077194,F,36-45,8,C,3,1,2,3016
1001806,P0087806,M,26-35,6,B,2,1,18,3544
1008486,P0047792,F,26-35,0,A,0,1,5,614
1009202,P0055807,M,18-25,8,C,1,0,18,22678
1002868,P0032301,M,36-45,9,B,0,0,16,21196
1008878,P0015141,M,18-25,15,A,2,0,7,24774
1006690,P0023777,M,55+,20,B,0,0,1,24998
1008827,P0048346,M,55+,17,C,2,0,9,10931
1006429,P0064703,M,18-25,13,A,4+,1,15,14839
1004564,P0057819,F,18-25,10,B,4+,1,1,5636
1002389,P0038469,M,26-35,3,C,1,0,17,7950
1008274,P0013845,M,55+,18,A,4+,1,9,8213
1001824,P0033290,M,26-35,12,A,1,1,15,4350
1003265,P0040699,M,26-35,0,B,3,1,10,21121
1001936,P0054252,M,36-45,20,C,2,0,3,4341
1007402,P0013293,M,18-25,18,A,3,1,5,11265
1004845,P0067089,F,26-35,14,C,3,0,2,13646
1002796,P0026608,M,26-35,19,B,1,0,6,5618
1009245,P0076273,M,26-35,14,B,2,1,16,22214
1008214,P0026619,M,18-25,10,B,1,0,12,19233
1001726,P0088006,M,26-35,4,C,0,1,17,21368
1003736,P0097908,M,46-50,9,A,3,1,12,2031
1002913,P0091653,F,26-35,17,B,2,0,17,15892
1008657,P0024779,F,36-45,6,B,3,0,7,20836
1003466,P0061040,M,18-25,0,A,0,0,16,538
1008312,P0066325,M,26-35,2,A,0,0,18,636
1009194,P0031630,F,18-25,0,A,2,0,8,10514
1008906,P0022178,M,26-35,16,B,2,0,18,6026
1005876,P0029935,M,26-35,14,A,0,0,2,23232
1008287,P0057258,M,26-35,4,C,3,1,9,20798
1001892,P0032784,M,18-25,15,C,4+,0,16,24602
1005675,P0073722,F,26-35,11,A,3,1,17,15456
1002933,P0033027,M,26-35,18,B,4+,0,10,21322
1002380,P0067853,M,26-35,13,A,1,0,1,14773
1002290,P0077359,M,18-25,2,A,2,1,18,2866
1002640,P0082388,F,36-45,18,B,0,0,15,8274
1008490,P0088608,M,26-35,0,B,1,1,9,17473
1002218,P0086669,M,26-35,20,C,3,1,3,15643
1006016,P0025111,M,46-50,0,B,4+,1,16,15750
1007881,P0042312,M,26-35,9,B,2,0,15,401
1001954,P0034161,M,18-25,2,A,4+,1,2,17496
1008291,P0077313,M,26-35,12,A,3,1,10,3750
1001974,P0060374,M,51-55,5,C,3,1,4,346
1005133,P0034014,M,26-35,10,A,0,1,17,18547
1006370,P0090308,F,46-50,5,C,1,0,10,1458
1004972,P0056389,M,36-45,2,A,2,0,6,24615
1006295,P0028161,M,26-35,15,B,0,0,1,13817
1009228,P0017490,M,36-45,8,C,4+,0,11,11893
1004020,P0034502,M,26-35,7,A,1,0,16,17529
1009987,P0045757,M,26-35,2,B,2,0,7,6861
1005036,P0051111,F,26-35,4,C,4+,0,3,4314
1006068,P0093245,F,36-45,20,A,2,0,14,9807
1006233,P0068645,M,26-35,13,C,2,1,4,4701
1001317,P0069055,M,18-25,4,A,1,0,9,11998
1003396,P0018998,M,36-45,18,A,4+,1,15,18262
1003162,P0038906,M,36-45,4,A,0,0,12,8728
1003745,P0080192,M,51-55,20,C,0,1,16,23756
1002591,P0060477,M,26-35,19,A,0,0,14,20682
1007183,P0046901,F,18-25,19,A,2,0,4,23859
1004930,P0062021,M,18-25,1,B,3,1,6,22264
1002312,P0039092,M,36-45,6,B,1,1,11,4900
1005311,P0011242,F,18-25,0,B,0,1,4,924
1008314,P0011831,M,51-55,20,A,1,0,8,20289
1003383,P0060721,M,26-35,17,C,2,1,9,14341
1004239,P0038511,M,51-55,9,B,1,0,2,8595
1003139,P0082782,M,36-45,5,B,0,0,3,6410
1002704,P0028302,F,46-50,6,A,0,0,6,8378
1007924,P0065568,F,26-35,11,B,2,0,2,3397
1001362,P0013232,F,26-35,17,C,2,0,8,14555
1003604,P0061507,F,18-25,10,B,4+,1,8,22529
1005286,P0086508,M,18-25,18,A,2,1,3,11611
1004738,P0020683,F,26-35,3,A,3,0,17,7189
1003469,P0033664,F,36-45,18,C,3,1,11,22980
1005795,P0043172,M,0-17,12,C,0,1,3,15603
1007150,P0093641,M,51-55,18,A,2,0,12,22348
1001556,P0074340,M,18-25,1,B,3,0,14,22977
1003808,P0097236,M,26-35,8,A,3,0,1,5734
1006150,P0021017,M,18-25,7,B,4+,0,12,13405
1008561,P0046613,F,36-45,20,B,2,1,18,20304
1003719,P0096130,F,18-25,13,C,4+,0,4,15776
1007506,P0086920,M,46-50,8,A,1,0,3,23397
1004741,P0040348,M,26-35,12,C,4+,0,17,1149
1004998,P0026448,F,51-55,17,B,1,0,13,3701
1003403,P0019491,M,26-35,5,C,1,0,17,6565
1009780,P0088648,M,26-35,2,B,2,0,17,22923
1001294,P0068759,M,36-45,9,A,1,1,5,21349
1006343,P0054553,F,46-50,9,C,1,0,8,7849
1002136,P0010968,F,26-35,9,A,4+,0,2,3083
1003064,P0010368,M,51-55,8,B,2,1,9,15357
1008009,P0083960,M,18-25,11,C,2,0,7,22812
1005543,P0045010,F,36-45,7,A,1,0,16,11412
1002007,P0064154,M,26-35,8,B,4+,0,12,14200
1006445,P0045851,M,18-25,16,C,4+,0,5,7273
1006352,P0035496,M,26-35,7,C,4+,1,6,16517
1002435,P0040936,M,46-50,17,C,4+,0,17,21670
1001571,P0088858,M,55+,19,B,0,0,15,22882
1003382,P0077005,M,26-35,16,C,1,1,10,24460
1006084,P0047493,F,46-50,5,C,1,0,3,6646
1001277,P0079795,M,26-35,9,C,1,0,7,109
1008059,P0046390,F,36-45,0,C,2,1,2,1827
1002887,P0020292,F,18-25,20,A,2,1,13,24026
1002265,P0038365,M,26-35,0,A,4+,1,14,19262
1008491,P0027207,M,18-25,8,B,2,0,4,6832
1002040,P0032912,M,26-35,19,C,3,0,8,14967
1009073,P0090771,F,26-35,2,B,1,0,5,11519
1003752,P0066572,M,36-45,5,C,1,1,12,3198
1009213,P0029276,M,26-35,6,C,0,0,12,4144
1005569,P0015534,M,51-55,8,C,0,1,11,17660
1007353,P0045670,M,46-50,4,C,3,1,2,15327
1003353,P0072147,F,18-25,15,C,0,1,5,21207
1008437,P0046486,M,26-35,1,C,4+,1,13,17757
1005799,P0075557,M,36-45,2,C,4+,0,18,23538
1001686,P0044268,M,51-55,2,A,1,0,17,18960
1009476,P0091335,F,55+,19,A,4+,0,6,13697
1005811,P0036336,M,36-45,9,A,0,0,17,11869
1009954,P0013641,M,26-35,2,A,3,0,17,2441
1006346,P0097132,M,36-45,14,A,4+,0,18,4639
1006043,P0042959,M,26-35,13,C,1,1,15,12675
1003428,P0023306,F,26-35,3,B,1,1,4,3242
1006126,P0056182,F,36-45,9,B,0,1,4,18694
1009220,P0084123,F,46-50,10,C,4+,0,5,10927
1008813,P0066326,M,55+,10,B,0,0,15,19898
1004356,P0031498,F,26-35,7,A,1,0,2,24168
1009707,P0080198,M,36-45,8,C,3,0,11,7374
1008266,P0037197,F,46-50,7,B,4+,1,3,2127
1007540,P0030719,M,36-45,11,C,3,0,11,4826
1001038,P0035032,M,26-35,16,B,4+,0,3,21378
1004342,P0069624,M,36-45,14,B,1,0,11,2099
1003844,P0088177,M,26-35,18,C,4+,1,2,4804
1002098,P0051964,M,26-35,19,A,1,1,15,15128
1008027,P0040028,F,36-45,5,C,2,1,8,5717
1002823,P0064646,M,46-50,4,A,1,1,2,9316
1004155,P0091187,F,18-25,7,B,1,0,18,18105
1004093,P0018536,M,26-35,17,C,4+,1,8,4671
1006658,P0066747,M,26-35,20,C,3,1,12,15912
1004778,P0055712,F,26-35,20,A,1,1,6,19495
1003896,P0016273,M,55+,14,A,4+,1,2,22692
1001988,P0081820,M,26-35,2,C,1,0,12,24136
1005116,P0084353,F,26-35,13,A,0,1,12,17098
1007446,P0095914,M,46-50,14,B,0,0,13,4180
1005179,P0060830,M,18-25,12,C,0,0,9,14359
1002682,P0027127,F,46-50,20,B,0,0,15,12809
1006626,P0093488,M,26-35,19,A,3,1,11,17488
1008424,P0021539,F,18-25,20,B,1,1,9,24187
1001933,P0056761,M,51-55,8,C,0,1,8,19706
1004598,P0056219,M,18-25,16,B,4+,0,18,15850
1002980,P0024692,M,26-35,18,C,0,0,11,6242
1004056,P0093656,M,18-25,3,B,2,1,5,9307
1009984,P0023334,M,18-25,19,A,2,0,4,11778
1001791,P0038615,F,46-50,9,B,3,0,5,24682
1006390,P0017903,M,36-45,2,B,2,0,7,24167
1007635,P0038527,M,18-25,18,B,4+,0,17,8030
1003255,P0025629,M,36-45,8,B,0,0,18,3865
1004610,P0068008,M,36-45,4,C,2,0,1,13407
1002607,P0093276,M,46-50,13,C,2,1,16,20534
1006179,P0036708,M,26-35,6,A,3,1,9,18995
1007573,P0020860,M,51-55,20,C,2,1,12,20119
1001984,P0027438,M,26-35,5,C,0,0,11,5813
1006776,P0077300,M,36-45,7,A,1,1,6,19379
1004676,P0081545,M,55+,1,A,0,0,4,13971
1004380,P0030842,M,26-35,13,B,2,0,16,4005
1009711,P0070213,M,18-25,6,B,2,0,3,10705
1009782,P0052372,M,26-35,2,A,2,1,8,2016
1002050,P0078906,F,18-25,19,A,3,0,16,4377
1004633,P0048744,F,26-35,5,A,4+,0,2,10582
1007342,P0067442,M,36-45,20,C,0,0,13,12607
1001959,P0095990,M,26-35,13,C,2,1,16,16098
1007059,P0013650,F,26-35,11,B,1,1,8,10183
1009884,P0055117,M,26-35,17,C,3,1,2,6672
1006655,P0062772,M,18-25,11,B,4+,0,1,7051
1005473,P0013190,M,26-35,6,C,2,1,17,20614
1003946,P0058113,F,36-45,4,B,0,1,18,3963
1008725,P0018789,M,18-25,11,B,1,0,7,17158
1001526,P0042125,F,55+,8,A,3,1,9,18384
1004224,P0027459,M,26-35,10,B,0,0,3,23813
1002875,P0045418,M,51-55,3,A,0,0,11,24393
1002763,P0057085,F,18-25,13,A,3,0,16,4603
1009712,P0028768,M,36-45,11,A,0,0,9,4199
1006797,P0059961,M,36-45,17,B,1,0,12,20940
1008099,P0091099,M,46-50,6,C,1,1,14,22549
1006109,P0037885,M,26-35,0,B,0,0,4,19521
1007644,P0097421,M,55+,12,C,2,0,4,689
1001116,P0071082,M,36-45,15,B,0,0,11,16123
1003433,P0016895,M,36-45,4,B,2,0,2,21961
1006463,P0060311,M,46-50,18,A,0,1,18,22231
1001583,P0099494,M,36-45,8,C,4+,0,3,1989
1009586,P0077067,M,26-35,8,A,1,0,2,18866
1004788,P0081017,M,26-35,11,C,0,1,1,11654
1005167,P0033932,M,46-50,17,B,1,0,5,18816
1009465,P0031360,M,26-35,9,B,3,1,7,1159
1002389,P0064847,M,36-45,16,A,4+,0,4,3495
1009357,P0095468,M,18-25,18,B,2,1,3,24114
1007154,P0048931,M,26-35,10,C,3,1,6,16878
1006420,P0065823,M,36-45,15,C,4+,1,12,17050
1009920,P0048032,M,26-35,7,C,3,1,16,17556
1003043,P0091426,F,26-35,14,B,1,1,8,2610
1005197,P0028807,F,26-35,10,B,4+,0,11,7580
1004496,P0021767,M,26-35,6,A,3,0,13,6200
1001778,P0018071,F,36-45,1,C,2,1,14,2502
1001213,P0063413,M,26-35,18,B,4+,0,18,6586
1004762,P0036149,M,36-45,8,B,4+,0,8,18586
1007731,P0025540,M,26-35,17,C,3,0,1,11675
1004117,P0080248,M,55+,12,B,0,0,4,23548
1006791,P0095435,M,18-25,0,B,2,1,17,23625
1009783,P0029787,M,18-25,18,A,2,1,6,13291
1003720,P0030982,M,26-35,12,B,3,0,5,5539
1009905,P0032606,M,26-35,13,C,1,1,14,19945
1007047,P0020150,M,18-25,16,B,1,1,14,20407
1009032,P0095929,M,46-50,19,B,0,0,2,18801
1001001,P0056936,M,26-35,0,A,0,0,9,6091
1007368,P0018593,F,26-35,4,B,3,1,7,1065
1002949,P0027358,M,26-35,19,B,1,0,18,11823
1007732,P0092143,F,46-50,13,A,2,0,11,23466
1008833,P0047381,M,18-25,17,B,1,0,8,18716
1001917,P0038074,M,18-25,12,B,3,0,10,8656
1004174,P0030595,M,26-35,11,C,1,1,18,3713
1008014,P0054194,M,36-45,14,A,4+,1,17,13107
1001089,P0059377,M,46-50,3,C,3,0,17,1131
1002709,P0036853,M,26-35,8,B,4+,1,1,14227
1004041,P0083719,F,18-25,2,B,3,0,4,20279
1001105,P0030661,M,18-25,10,C,2,0,11,3967
1009619,P0060493,M,36-45,14,A,3,1,9,15337
1002895,P0046495,M,26-35,15,B,3,0,9,7681
1007090,P0023703,F,46-50,6,B,3,1,3,20570
1009508,P0063080,M,18-25,6,B,3,1,6,3303
1007082,P0040815,M,18-25,8,B,0,0,6,15453
1001634,P0039565,M,18-25,16,A,4+,1,10,20902
1002925,P0073321,F,46-50,12,B,3,0,10,5101
1003056,P0068453,M,36-45,8,B,3,0,17,18633
1007917,P0098478,M,51-55,8,C,0,1,15,4990
1004144,P0043161,M,26-35,19,A,1,1,4,13840
1001552,P0065991,M,26-35,11,B,0,0,10,22702
1009907,P0019716,F,26-35,20,B,0,1,8,13511
1006383,P0043349,M,26-35,18,A,0,0,1,4939
1004911,P0057098,M,26-35,14,C,3,0,17,6479
1004389,P0010132,F,26-35,17,A,0,1,12,21872
1009442,P0061990,F,0-17,7,B,0,1,12,21467
1003430,P0078921,M,18-25,5,C,0,0,13,20122
1001458,P0046538,M,36-45,5,C,3,1,14,21306
1001207,P0017213,F,26-35,2,B,2,1,8,20908
1001899,P0054223,M,46-50,2,C,2,1,14,15271
1001021,P0078371,F,26-35,1,C,1,1,7,6027
1009601,P0078274,F,46-50,4,B,3,1,17,2517
1001894,P0014134,M,26-35,19,C,0,0,11,20226
1001514,P0049601,F,18-25,11,C,0,0,1,358
1008294,P0083889,M,55+,5,B,0,1,8,14663
1005904,P0025690,M,26-35,15,B,2,0,13,20956
1008867,P0011909,M,36-45,4,C,0,0,17,16628
1005109,P0090032,F,36-45,5,B,0,0,12,22707
1008179,P0022062,M,26-35,3,A,2,0,16,19594
1002560,P0085386,M,36-45,13,A,0,1,10,19237
1002266,P0044731,F,46-50,2,A,1,0,16,17192
1004638,P0015153,M,26-35,16,B,4+,0,3,8537
1009941,P0020481,M,36-45,4,C,1,1,1,20912
1004427,P0076425,F,36-45,20,B,3,1,8,7670
1005780,P0073600,M,18-25,20,A,1,0,16,19296
1002927,P0094981,F,26-35,5,C,1,0,15,12665
1003356,P0081997,F,18-25,19,B,2,1,7,22603
1005790,P0038205,M,26-35,3,B,3,1,2,7275
1001306,P0098887,M,36-45,12,B,1,0,13,9679
1008979,P0091542,M,36-45,7,C,4+,0,5,11815
1004665,P0054149,M,18-25,10,B,1,0,10,10026
1008057,P0059112,M,26-35,18,A,0,0,8,351
1001661,P0020940,F,46-50,4,B,2,0,13,19427
1005644,P0069010,M,26-35,4,C,0,1,6,2105
1009503,P0086794,M,46-50,2,B,3,0,18,6261
1003920,P0034485,M,36-45,1,A,3,1,8,14825
1009946,P0099299,M,0-17,2,A,2,0,9,19797
1007236,P0011067,M,26-35,14,B,1,0,17,1376
1007078,P0030607,M,26-35,6,C,3,0,4,9319
1001352,P0071597,M,36-45,2,B,4+,0,18,1548
1008005,P0084554,M,46-50,14,C,2,0,6,6992
1001158,P0058521,F,36-45,10,C,0,1,11,17686
1001956,P0025187,F,26-35,15,A,4+,1,10,24687
1003071,P0013985,M,18-25,12,B,2,1,11,6099
1009595,P0053052,M,36-45,1,A,4+,1,8,9061
1004453,P0029563,M,18-25,19,C,2,0,3,10598
1007675,P0057322,M,36-45,11,B,0,1,2,6840
1001955,P0071245,M,18-25,20,A,1,1,18,6538
1007295,P0061514,M,18-25,6,C,2,0,2,9648
1002712,P0028608,F,26-35,0,C,3,1,12,19667
1005703,P0077262,M,26-35,13,A,0,0,5,2073
1007563,P0081327,F,36-45,9,A,0,0,4,10545
1006631,P0067225,M,18-25,2,B,4+,0,16,18753
1002394,P0083994,M,51-55,10,B,3,1,14,13941
1005732,P0027221,F,26-35,19,C,4+,1,2,5489
1004714,P0058506,M,26-35,20,B,0,1,7,6283
1001529,P0030968,M,26-35,14,B,2,0,11,19036
1003958,P0092606,M,26-35,5,C,3,0,12,10046
1008904,P0037937,M,0-17,17,B,0,1,5,12330
1004591,P0072435,M,55+,12,B,3,0,16,21907
1007895,P0059508,M,26-35,14,B,2,0,7,4717
1001525,P0051831,M,18-25,2,C,1,0,8,23961
1007477,P0052933,M,26-35,14,A,4+,0,4,1798
1001001,P0057307,M,26-35,0,B,4+,1,4,14075
1001374,P0058340,M,0-17,9,A,0,1,6,2452
1005648,P0096338,M,51-55,17,C,0,0,2,15885
1003365,P0053601,M,0-17,7,B,2,0,9,22062
1002525,P0085956,M,26-35,11,B,0,0,8,23223
1002646,P0082178,M,55+,4,C,0,0,18,14637
1001013,P0095311,M,26-35,0,C,0,1,12,6805
1005599,P0038754,M,26-35,7,C,3,0,16,23039
1003278,P0053310,M,0-17,4,A,3,0,1,8511
1004155,P0079893,M,18-25,16,C,1,0,4,16410
1009321,P0096799,M,18-25,14,B,3,0,14,15614
1004814,P0058367,M,46-50,3,A,4+,1,18,18116
1004216,P0023201,M,46-50,12,B,1,0,5,6567
1009219,P0012739,M,36-45,16,B,0,0,3,8902
1003113,P0023231,M,26-35,12,A,4+,0,12,14775
1005356,P0052495,M,46-50,1,B,1,1,11,7657
1006543,P0031168,M,26-35,3,C,1,1,9,20713
1005555,P0042624,F,26-35,1,B,4+,0,5,13215
1008062,P0020635,M,26-35,11,B,1,1,10,21428
1004374,P0019964,M,18-25,18,B,4+,1,9,12534
1007430,P0037785,F,51-55,17,C,1,0,13,3284
1004466,P0092797,M,36-45,9,A,1,1,8,6176
1004081,P0094790,M,36-45,4,B,1,0,13,15988
1001629,P0086928,M,36-45,10,B,4+,1,18,6630
1001269,P0022336,M,36-45,0,C,1,0,9,3537
1006724,P0087475,M,0-17,2,A,3,1,9,19589
1006897,P0037412,M,26-35,16,B,3,1,2,8353
1004432,P0092212,F,46-50,14,B,3,0,7,20666
1007276,P0085379,M,18-25,13,C,3,0,5,990
1006895,P0055591,M,51-55,14,A,3,1,6,13665
1008115,P0071750,M,26-35,15,B,0,1,13,5346
1007656,P0045454,F,26-35,3,A,1,1,18,4021
1001575,P0072672,F,26-35,18,C,2,0,3,9631
1008029,P0037228,F,36-45,7,B,0,0,10,12786
1007099,P0024429,M,26-35,5,B,4+,0,3,19344
1004192,P0094294,M,36-45,15,B,0,0,1,2478
1004178,P0077808,M,26-35,2,B,2,0,6,22879
1007052,P0092886,M,36-45,7,A,0,0,16,5458
1003734,P0063015,F,18-25,4,B,1,0,17,2182
1007116,P0098074,F,18-25,4,C,3,0,16,24267
1004568,P0078936,M,18-25,11,B,1,0,10,21513
1003203,P0090907,M,26-35,0,C,0,1,7,17890
1002390,P0067378,M,26-35,6,A,2,0,8,15104
1002742,P0047310,F,36-45,10,C,4+,0,3,12049
1002925,P0093683,M,26-35,9,B,1,0,5,19241
1001619,P0078827,M,18-25,2,B,2,0,7,10038
1002274,P0045256,M,18-25,7,B,4+,0,18,7468
1001956,P0086428,M,18-25,0,C,3,0,18,23884
1002939,P0048889,F,26-35,7,C,1,1,6,15063
1004953,P0061428,M,0-17,19,B,1,0,5,3667
1001968,P0047207,M,26-35,10,B,3,0,6,22416
1001281,P0060255,M,26-35,6,A,3,0,6,18608
1007262,P0015409,M,26-35,15,B,0,0,11,5437
1002058,P0052438,M,36-45,6,B,4+,0,17,22607
1005293,P0017869,M,26-35,12,B,2,1,9,18905
1006178,P0066862,M,18-25,9,B,3,0,16,16536
1007980,P0097937,F,26-35,16,C,0,1,10,22199
1002229,P0035958,M,0-17,2,C,4+,0,15,20837
1005585,P0086302,M,18-25,6,A,4+,1,8,1834
1009467,P0029768,M,36-45,10,C,1,0,14,14198
1003740,P0036145,M,26-35,12,A,0,0,16,8134
1003289,P0085622,M,55+,4,C,0,0,3,3566
1002239,P0036442,F,18-25,18,A,1,0,13,12982
1006370,P0091948,M,36-45,14,C,2,1,9,1027
